Randomization - Using given seed 1234567890
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_67_plate_mail_of_curing of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_123_fire_world_stone of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_fd_amulet_of_guardian of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_127_acid_vaccine of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_12e_dorados_ashes of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_10a_cune of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_10a_cune of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_10a_cune of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_10a_cune of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_10a_cune of area fire_world_phoenix_cave
Applying difficulty by removing collectable item_10a_cune of area fire_world_phoenix_cave
Setting spawn change to 100% , creature 09_iron_crusher
Applying difficulty by removing drop item_47_cap of spawn 09_iron_crusher
Setting spawn change to 100% , creature 09_iron_crusher
Setting spawn change to 100% , creature 00_hell_hunter
Applying difficulty by removing drop item_11c_healing_potion of spawn 00_hell_hunter
Setting spawn change to 100% , creature 01_myconid
Applying difficulty by removing drop item_32_mace of spawn 01_myconid
Setting spawn change to 100% , creature 01_myconid
Setting spawn change to 100% , creature 01_myconid
Applying difficulty by removing drop item_a1_buckler of spawn 01_myconid
Setting spawn change to 100% , creature 01_myconid
Setting spawn change to 100% , creature 01_myconid
Applying difficulty by removing drop item_1_short_sword of spawn 01_myconid
Setting spawn change to 100% , creature 09_iron_crusher
Applying difficulty by removing drop item_11e_anti_venom of spawn 09_iron_crusher
Setting spawn change to 100% , creature 01_myconid
Setting spawn change to 100% , creature 01_myconid
Setting spawn change to 100% , creature 05_warden
Setting spawn change to 100% , creature 09_demon_bat
Applying difficulty by removing drop item_2_deadly_short_sword of spawn 09_demon_bat
Setting spawn change to 100% , creature 09_demon_bat
Setting spawn change to 100% , creature 0e_dinogon
Setting spawn change to 100% , creature 05_warden
Applying difficulty by removing drop item_a3_small_shield of spawn 05_warden
Setting spawn change to 100% , creature 0e_dinogon
Setting spawn change to 100% , creature 0e_dinogon
Applying difficulty by removing drop item_5c_quilted_armor of spawn 0e_dinogon
Setting spawn change to 100% , creature 0e_dinogon
Setting spawn change to 100% , creature 05_warden
Applying difficulty by removing drop item_5d_leather_armor of spawn 05_warden
Applying factor 3 to creature 01_myconid. Attributes str 6 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 9 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_iron_crusher. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 9 pir 0 spr 0 foc 0 ham 0 pur 0 par 3 mel 6 sol 0
Applying factor 3 to creature 00_hell_hunter. Attributes str 0 spd 18 def 0 bal 0 sla 0 smh 3 pir 12 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 05_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_war_demon_2. Attributes str 6 spd 0 def 6 bal 0 sla 0 smh 12 pir 0 spr 0 foc 0 ham 0 pur 0 par 6 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_dinogon. Attributes str 0 spd 9 def 0 bal 0 sla 0 smh 6 pir 0 spr 0 foc 0 ham 3 pur 0 par 12 mel 0 sol 0
Applying factor 3 to creature 09_demon_bat. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 3 pir 3 spr 0 foc 3 ham 3 pur 0 par 3 mel 0 sol 0
Applying factor 3 to creature 05_warden. Attributes str 0 spd 0 def 15 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 9 mel 0 sol 0
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_demon_bat. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 3 pir 3 spr 0 foc 3 ham 3 pur 0 par 3 mel 0 sol 0
Applying factor 3 to creature 05_dweller. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 9 pir 0 spr 0 foc 0 ham 0 pur 0 par 3 mel 6 sol 0
Applying factor 3 to creature 04_demon_warrior. Attributes str 6 spd 3 def 0 bal 0 sla 3 smh 3 pir 6 spr 3 foc 0 ham 0 pur 0 par 0 mel 0 sol 3
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_solitary_region
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_solitary_region
Applying difficulty by removing collectable item_136_soul_pod_5_sp of area human_world_solitary_region
Applying difficulty by removing collectable item_10a_cune of area human_world_solitary_region
Applying difficulty by removing collectable item_136_soul_pod_5_sp of area human_world_solitary_region
Applying difficulty by removing collectable item_10a_cune of area human_world_solitary_region
Applying difficulty by removing collectable item_10c_torch of area human_world_solitary_region
Setting spawn change to 100% , creature 0e_mystic_tower
Setting spawn change to 100% , creature 0e_mystic_tower
Applying difficulty by removing drop item_99_leg_guard of spawn 0e_mystic_tower
Setting spawn change to 100% , creature 0e_mystic_tower
Applying difficulty by removing drop item_11e_anti_venom of spawn 0e_mystic_tower
Setting spawn change to 100% , creature 0a_barrel_snail
Applying difficulty by removing drop item_10a_cune of spawn 0a_barrel_snail
Setting spawn change to 100% , creature 06_fanged_worm
Setting spawn change to 100% , creature 04_night_howler
Setting spawn change to 100% , creature 05_earth_knight
Applying difficulty by removing drop item_11c_healing_potion of spawn 05_earth_knight
Setting spawn change to 100% , creature 04_night_howler
Applying difficulty by removing drop item_11e_anti_venom of spawn 04_night_howler
Setting spawn change to 100% , creature 04_night_howler
Applying difficulty by removing drop item_11e_anti_venom of spawn 04_night_howler
Setting spawn change to 100% , creature 04_night_howler
Setting spawn change to 100% , creature 04_night_howler
Setting spawn change to 100% , creature 05_earth_knight
Applying difficulty by removing drop item_5_long_sword of spawn 05_earth_knight
Setting spawn change to 100% , creature 0d_damned_angel
Applying difficulty by removing drop item_2_deadly_short_sword of spawn 0d_damned_angel
Setting spawn change to 100% , creature 0d_damned_angel
Applying difficulty by removing drop item_10c_torch of spawn 0d_damned_angel
Setting spawn change to 100% , creature 02_horned_slime
Setting spawn change to 100% , creature 02_horned_slime
Setting spawn change to 100% , creature 02_horned_slime
Applying difficulty by removing drop item_60_scale_mail of spawn 02_horned_slime
Setting spawn change to 100% , creature 02_horned_slime
Setting spawn change to 100% , creature 04_zygote
Applying difficulty by removing drop item_12e_dorados_ashes of spawn 04_zygote
Applying factor 3 to creature 0e_mystic_tower. Attributes str 3 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 3 pur 0 par 3 mel 0 sol 0
Applying factor 3 to creature 0a_barrel_snail. Attributes str 3 spd 0 def 9 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_zygote. Attributes str 0 spd 0 def 3 bal 0 sla 6 smh 0 pir 0 spr 9 foc 3 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_night_howler. Attributes str 6 spd 6 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 3 sol 0
Applying factor 3 to creature 05_earth_knight. Attributes str 0 spd 9 def 6 bal 0 sla 6 smh 0 pir 0 spr 3 foc 0 ham 6 pur 0 par 0 mel 0 sol 3
Applying factor 3 to creature 06_fanged_worm. Attributes str 3 spd 0 def 0 bal 6 sla 0 smh 0 pir 0 spr 0 foc 3 ham 6 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0d_damned_angel. Attributes str 9 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 12 ham 0 pur 0 par 0 mel 6 sol 0
Applying factor 3 to creature 02_horned_slime. Attributes str 0 spd 0 def 3 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 0 mel 3 sol 0
Applying factor 3 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_hidden_region
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_hidden_region
Applying difficulty by removing collectable item_7e_metal_glove of area human_world_hidden_region
Applying difficulty by removing collectable item_a6_large_shield of area human_world_hidden_region
Applying difficulty by removing collectable item_10c_torch of area human_world_hidden_region
Applying difficulty by removing collectable item_136_soul_pod_5_sp of area human_world_hidden_region
Applying difficulty by removing collectable item_10c_torch of area human_world_hidden_region
Applying difficulty by removing collectable item_12e_dorados_ashes of area human_world_hidden_region
Applying difficulty by removing collectable item_12e_dorados_ashes of area human_world_hidden_region
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_hidden_region
Setting spawn change to 100% , creature 04_minor_dwarf
Applying difficulty by removing drop item_92_steel_boots_of_resist of spawn 04_minor_dwarf
Setting spawn change to 100% , creature 04_minor_dwarf
Setting spawn change to 100% , creature 04_minor_dwarf
Applying difficulty by removing drop item_9_rapier of spawn 04_minor_dwarf
Setting spawn change to 100% , creature 04_minor_dwarf
Applying difficulty by removing drop item_49_crown_of_resist of spawn 04_minor_dwarf
Setting spawn change to 100% , creature 04_minor_dwarf
Applying difficulty by removing drop item_10a_cune of spawn 04_minor_dwarf
Setting spawn change to 100% , creature 01_doriwi
Setting spawn change to 100% , creature 01_doriwi
Applying difficulty by removing drop item_11e_anti_venom of spawn 01_doriwi
Setting spawn change to 100% , creature 01_doriwi
Applying difficulty by removing drop item_11e_anti_venom of spawn 01_doriwi
Setting spawn change to 100% , creature 01_doriwi
Setting spawn change to 100% , creature 0a_old_face
Setting spawn change to 100% , creature 01_doriwi
Applying difficulty by removing drop item_11e_anti_venom of spawn 01_doriwi
Setting spawn change to 100% , creature 0a_old_face
Setting spawn change to 100% , creature 0a_old_face
Applying difficulty by removing drop item_11f_anti_paralytic of spawn 0a_old_face
Setting spawn change to 100% , creature 0a_old_face
Applying difficulty by removing drop item_4a_crown_of_composure of spawn 0a_old_face
Setting spawn change to 100% , creature 04_cannon_snail
Applying difficulty by removing drop item_a4_small_shield of spawn 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Applying difficulty by removing drop item_90_steel_boots of spawn 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Applying difficulty by removing drop item_11f_anti_paralytic of spawn 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Applying difficulty by removing drop item_b_lethal_rapier of spawn 04_cannon_snail
Applying factor 3 to creature 01_doriwi. Attributes str 6 spd 0 def 6 bal 6 sla 0 smh 15 pir 0 spr 3 foc 0 ham 0 pur 12 par 0 mel 0 sol 0
Applying factor 3 to creature 0a_old_face. Attributes str 0 spd 0 def 6 bal 0 sla 0 smh 0 pir 0 spr 15 foc 9 ham 0 pur 9 par 9 mel 9 sol 3
Applying factor 3 to creature 04_minor_dwarf. Attributes str 3 spd 0 def 0 bal 0 sla 0 smh 0 pir 3 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_acid_skull. Attributes str 0 spd 0 def 3 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 04_cannon_snail. Attributes str 0 spd 0 def 6 bal 0 sla 0 smh 0 pir 0 spr 3 foc 0 ham 0 pur 0 par 0 mel 6 sol 0
Applying factor 3 to creature 0d_dark_spider. Attributes str 3 spd 0 def 0 bal 0 sla 0 smh 0 pir 3 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_ac_great_shield of area human_world_forgotten_region
Applying difficulty by removing collectable item_136_soul_pod_5_sp of area human_world_forgotten_region
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_forgotten_region
Applying difficulty by removing collectable item_11c_healing_potion of area human_world_forgotten_region
Applying difficulty by removing collectable item_136_soul_pod_5_sp of area human_world_forgotten_region
Applying difficulty by removing collectable item_10a_cune of area human_world_forgotten_region
Applying difficulty by removing collectable item_117_brass_key of area human_world_forgotten_region
Applying difficulty by removing collectable item_126_bottle_of_light of area human_world_forgotten_region
Setting spawn change to 100% , creature 01_gargaral
Setting spawn change to 100% , creature 02_gordoral
Setting spawn change to 100% , creature 02_gordoral
Applying difficulty by removing drop item_107_star_amulet of spawn 02_gordoral
Setting spawn change to 100% , creature 01_gargaral
Applying difficulty by removing drop item_10a_cune of spawn 01_gargaral
Setting spawn change to 100% , creature 01_gargaral
Setting spawn change to 100% , creature 02_fire_jinn
Applying difficulty by removing drop item_eb_bracelet_of_curing of spawn 02_fire_jinn
Setting spawn change to 100% , creature 02_fire_jinn
Setting spawn change to 100% , creature 05_gargaral
Applying difficulty by removing drop item_101_amulet_of_resist of spawn 05_gargaral
Setting spawn change to 100% , creature 05_gargaral
Applying difficulty by removing drop item_10a_cune of spawn 05_gargaral
Setting spawn change to 100% , creature 06_gordoral
Applying difficulty by removing drop item_f9_king_bracelet of spawn 06_gordoral
Setting spawn change to 100% , creature 02_fire_jinn
Setting spawn change to 100% , creature 02_fire_jinn
Applying difficulty by removing drop item_11c_healing_potion of spawn 02_fire_jinn
Setting spawn change to 100% , creature 02_fire_jinn
Applying difficulty by removing drop item_44_bow_gun of spawn 02_fire_jinn
Setting spawn change to 100% , creature 02_fire_jinn
Applying difficulty by removing drop item_17_dragon_sword of spawn 02_fire_jinn
Setting spawn change to 100% , creature 02_fire_jinn
Setting spawn change to 100% , creature 0a_rotting_face
Applying difficulty by removing drop item_11d_magic_potion of spawn 0a_rotting_face
Setting spawn change to 100% , creature 09_steel_servant
Applying difficulty by removing drop item_53_harden_full_helm of spawn 09_steel_servant
Setting spawn change to 100% , creature 09_steel_servant
Applying difficulty by removing drop item_15_keenest_broad_sword of spawn 09_steel_servant
Setting spawn change to 100% , creature 0e_manna_python
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 0c_death_mage
Setting spawn change to 100% , creature 0c_death_mage
Applying difficulty by removing drop item_4b_wizard_crown of spawn 0c_death_mage
Setting spawn change to 100% , creature 0c_death_mage
Applying difficulty by removing drop item_d4_dark_ring of spawn 0c_death_mage
Setting spawn change to 100% , creature 09_steel_servant
Applying difficulty by removing drop item_6d_shining_plate_mail of spawn 09_steel_servant
Setting spawn change to 100% , creature 0e_manna_python
Setting spawn change to 100% , creature 00_gorgoral
Applying difficulty by removing drop item_10a_cune of spawn 00_gorgoral
Applying factor 3 to creature 00_gorgoral. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 3 ham 15 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_gargaral. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 15 mel 0 sol 0
Applying factor 3 to creature 02_gordoral. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 15 mel 0 sol 0
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 02_fire_jinn. Attributes str 0 spd 0 def 0 bal 0 sla 3 smh 3 pir 3 spr 3 foc 0 ham 0 pur 3 par 0 mel 0 sol 0
Applying factor 3 to creature 05_gargaral. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 15 mel 0 sol 0
Applying factor 3 to creature 06_gordoral. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 15 mel 0 sol 0
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_steel_servant. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 15 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 3 sol 0
Applying factor 3 to creature 0e_manna_python. Attributes str 6 spd 0 def 0 bal 0 sla 0 smh 6 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 6 sol 0
Applying factor 3 to creature 0a_rotting_face. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 15 foc 15 ham 3 pur 0 par 0 mel 0 sol 21
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0c_death_mage. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 15 ham 0 pur 6 par 0 mel 0 sol 0
Applying factor 3 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 0e_rotting_face. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 15 foc 15 ham 3 pur 0 par 0 mel 0 sol 21
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_10a_cune of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_21_deadly_bastard_sword of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_116_key_of_delusion of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_116_key_of_delusion of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_116_key_of_delusion of area illusion_world_bewilderment_domain
Applying difficulty by removing collectable item_66_plate_mail_of_resist of area illusion_world_bewilderment_domain
Setting spawn change to 100% , creature 09_dark_fairy
Setting spawn change to 100% , creature 09_dark_fairy
Setting spawn change to 100% , creature 09_dark_fairy
Applying difficulty by removing drop item_c6_ring_of_fire_resist of spawn 09_dark_fairy
Setting spawn change to 100% , creature 0a_dark_bishop
Applying difficulty by removing drop item_d5_dark_priest_ring of spawn 0a_dark_bishop
Setting spawn change to 100% , creature 0a_dark_bishop
Setting spawn change to 100% , creature 0a_dark_bishop
Applying difficulty by removing drop item_e6_ring_of_drain of spawn 0a_dark_bishop
Setting spawn change to 100% , creature 09_dark_fairy
Applying difficulty by removing drop item_120_divine_symbol of spawn 09_dark_fairy
Setting spawn change to 100% , creature 09_dark_fairy
Setting spawn change to 100% , creature 09_dark_fairy
Applying difficulty by removing drop item_120_divine_symbol of spawn 09_dark_fairy
Setting spawn change to 100% , creature 01_beak_plant
Setting spawn change to 100% , creature 01_beak_plant
Applying difficulty by removing drop item_10a_cune of spawn 01_beak_plant
Setting spawn change to 100% , creature 09_cross_breed
Setting spawn change to 100% , creature 09_cross_breed
Applying difficulty by removing drop item_73_full_plate of spawn 09_cross_breed
Setting spawn change to 100% , creature 09_cross_breed
Applying difficulty by removing drop item_125_dust_of_rage of spawn 09_cross_breed
Setting spawn change to 100% , creature 09_cross_breed
Setting spawn change to 100% , creature 09_cross_breed
Applying difficulty by removing drop item_125_dust_of_rage of spawn 09_cross_breed
Setting spawn change to 100% , creature 01_beak_plant
Applying difficulty by removing drop item_10a_cune of spawn 01_beak_plant
Setting spawn change to 100% , creature 01_beak_plant
Setting spawn change to 100% , creature 02_dark_imp
Setting spawn change to 100% , creature 05_armored_jinn
Applying difficulty by removing drop item_103_sorcerer_amulet of spawn 05_armored_jinn
Setting spawn change to 100% , creature 02_tongue_imp
Setting spawn change to 100% , creature 06_black_imp
Setting spawn change to 100% , creature 01_chirper
Applying difficulty by removing drop item_f4_bracelet_of_composure of spawn 01_chirper
Setting spawn change to 100% , creature 02_watcher_plant
Applying difficulty by removing drop item_11f_anti_paralytic of spawn 02_watcher_plant
Setting spawn change to 100% , creature 08_oxelus
Applying difficulty by removing drop item_12e_dorados_ashes of spawn 08_oxelus
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 09_cross_breed
Applying difficulty by removing drop item_56_great_helm of spawn 09_cross_breed
Setting spawn change to 100% , creature 0e_blank
Applying factor 3 to creature 05_armored_jinn. Attributes str 0 spd 0 def 0 bal 0 sla 3 smh 3 pir 3 spr 3 foc 3 ham 0 pur 0 par 3 mel 0 sol 0
Applying factor 3 to creature 02_tongue_imp. Attributes str 3 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 0 ham 0 pur 0 par 0 mel 0 sol 3
Applying factor 3 to creature 02_dark_imp. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 12 foc 0 ham 0 pur 21 par 0 mel 0 sol 9
Applying factor 3 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_chirper. Attributes str 15 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 9 par 0 mel 0 sol 0
Applying factor 3 to creature 02_watcher_plant. Attributes str 0 spd 0 def 0 bal 0 sla 3 smh 0 pir 0 spr 0 foc 0 ham 0 pur 3 par 0 mel 3 sol 0
Applying factor 3 to creature 06_black_imp. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 12 foc 0 ham 0 pur 21 par 0 mel 0 sol 9
Applying factor 3 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 08_oxelus. Attributes str 0 spd 9 def 0 bal 0 sla 18 smh 0 pir 6 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_dark_fairy. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 3 ham 0 pur 6 par 0 mel 0 sol 6
Applying factor 3 to creature 0a_dark_bishop. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 9 ham 0 pur 0 par 0 mel 0 sol 3
Applying factor 3 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 01_beak_plant. Attributes str 0 spd 3 def 0 bal 3 sla 0 smh 0 pir 0 spr 0 foc 0 ham 3 pur 0 par 0 mel 0 sol 0
Applying factor 3 to creature 09_cross_breed. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 3 ham 3 pur 3 par 0 mel 0 sol 6
Applying factor 3 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying difficulty by removing collectable item_125_dust_of_rage of area illusion_world_gloomy_domain
Applying difficulty by removing collectable item_30_guardian_great_sword of area illusion_world_gloomy_domain
