Randomization - Using given seed 1234567890
Setting spawn change to 100% , creature 0d_damned_angel
Setting spawn change to 100% , creature 0d_damned_angel
Setting spawn change to 100% , creature 0d_damned_angel
Setting spawn change to 100% , creature 02_lizard_servant
Setting spawn change to 100% , creature 06_lizard_servant
Applying factor 0.5 to creature 09_imp. Attributes str 0 spd 1 def 0 bal 0 sla 1 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 02_blood_slime. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 02_lizard_servant. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0c_death_mage. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 1 foc 3 ham 0 pur 1 par 0 mel 0 sol 0
Applying factor 0.5 to creature 00_acid_skull. Attributes str 0 spd 0 def 1 bal 1 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 06_lizard_servant. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 06_fire_jinn. Attributes str 0 spd 0 def 0 bal 0 sla 1 smh 1 pir 1 spr 1 foc 0 ham 0 pur 1 par 0 mel 0 sol 0
Applying factor 0.5 to creature 06_black_imp. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 2 foc 0 ham 0 pur 4 par 0 mel 0 sol 2
Applying factor 0.5 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 02_fire_jinn. Attributes str 0 spd 0 def 0 bal 0 sla 1 smh 1 pir 1 spr 1 foc 0 ham 0 pur 1 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0d_damned_angel. Attributes str 2 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 1 foc 2 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 0c_gaze_hopper. Attributes str 0 spd 0 def 1 bal 0 sla 0 smh 0 pir 0 spr 1 foc 1 ham 0 pur 0 par 0 mel 0 sol 1
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 01_acid_pod
Setting spawn change to 100% , creature 01_acid_pod
Setting spawn change to 100% , creature 01_acid_pod
Setting spawn change to 100% , creature 01_acid_pod
Setting spawn change to 100% , creature 01_acid_pod
Setting spawn change to 100% , creature 01_acid_pod
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 00_gorgoral
Setting spawn change to 100% , creature 00_gorgoral
Setting spawn change to 100% , creature 00_gorgoral
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 00_gorgoral
Setting spawn change to 100% , creature 04_unknown_a
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Setting spawn change to 100% , creature 0a_cocoon_plant
Applying factor 0.5 to creature 00_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 01_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 01_acid_pod. Attributes str 0 spd 0 def 0 bal 1 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 04_unknown_a. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 2 pir 0 spr 1 foc 1 ham 1 pur 0 par 2 mel 0 sol 0
Applying factor 0.5 to creature 00_gorgoral. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 1 foc 1 ham 3 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_cocoon_plant. Attributes str 0 spd 0 def 0 bal 1 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 08_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 09_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0c_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 0d_arachness
Setting spawn change to 100% , creature 0d_arachness
Setting spawn change to 100% , creature 01_beak_plant
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 0d_arachness
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 00_sand_leech_a
Setting spawn change to 100% , creature 06_oblid
Setting spawn change to 100% , creature 0a_rotting_face
Setting spawn change to 100% , creature 0a_rotting_face
Setting spawn change to 100% , creature 04_cannon_snail
Setting spawn change to 100% , creature 06_oblid
Setting spawn change to 100% , creature 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Setting spawn change to 100% , creature 04_cannon_snail
Setting spawn change to 100% , creature 06_oblid
Applying factor 0.5 to creature 00_sand_leech_a. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 1 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0d_arachness. Attributes str 1 spd 1 def 0 bal 0 sla 0 smh 0 pir 0 spr 2 foc 2 ham 0 pur 0 par 1 mel 0 sol 0
Applying factor 0.5 to creature 01_beak_plant. Attributes str 0 spd 1 def 0 bal 1 sla 0 smh 0 pir 0 spr 0 foc 0 ham 1 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 04_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 05_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 00_dark_spider. Attributes str 1 spd 0 def 0 bal 0 sla 0 smh 0 pir 1 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 04_cannon_snail. Attributes str 0 spd 0 def 1 bal 0 sla 0 smh 0 pir 0 spr 1 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 0a_rotting_face. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 3 ham 1 pur 0 par 0 mel 0 sol 4
Applying factor 0.5 to creature 06_oblid. Attributes str 0 spd 1 def 0 bal 0 sla 0 smh 4 pir 0 spr 0 foc 0 ham 0 pur 1 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 09_dementor. Attributes str 2 spd 0 def 1 bal 0 sla 0 smh 0 pir 2 spr 1 foc 0 ham 0 pur 0 par 1 mel 0 sol 1
Applying factor 0.5 to creature 0d_trickster. Attributes str 0 spd 0 def 0 bal 0 sla 1 smh 0 pir 0 spr 1 foc 0 ham 0 pur 0 par 0 mel 2 sol 1
Applying factor 0.5 to creature 05_dweller. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 2 pir 0 spr 0 foc 0 ham 0 pur 0 par 1 mel 1 sol 0
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 0e_mystic_tower
Setting spawn change to 100% , creature 0e_mystic_tower
Setting spawn change to 100% , creature 0e_mystic_tower
Setting spawn change to 100% , creature 04_kiljoy
Setting spawn change to 100% , creature 05_master_howler
Setting spawn change to 100% , creature 01_earth_knight
Setting spawn change to 100% , creature 0c_demon_bat
Setting spawn change to 100% , creature 01_earth_knight
Setting spawn change to 100% , creature 01_earth_knight
Setting spawn change to 100% , creature 01_earth_knight
Setting spawn change to 100% , creature 01_earth_knight
Setting spawn change to 100% , creature 0c_demon_bat
Setting spawn change to 100% , creature 00_winged_worm
Setting spawn change to 100% , creature 00_winged_worm
Setting spawn change to 100% , creature 0a_ruby_demon
Setting spawn change to 100% , creature 0a_ruby_demon
Setting spawn change to 100% , creature 0a_ruby_demon
Setting spawn change to 100% , creature 0a_ruby_demon
Setting spawn change to 100% , creature 0a_warpoor
Applying factor 0.5 to creature 0e_mystic_tower. Attributes str 1 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 1 pur 0 par 1 mel 0 sol 0
Applying factor 0.5 to creature 04_kiljoy. Attributes str 0 spd 1 def 0 bal 0 sla 2 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_warpoor. Attributes str 1 spd 0 def 0 bal 2 sla 0 smh 0 pir 1 spr 0 foc 0 ham 0 pur 0 par 1 mel 1 sol 0
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 01_earth_knight. Attributes str 0 spd 2 def 1 bal 0 sla 1 smh 0 pir 0 spr 1 foc 0 ham 1 pur 0 par 0 mel 0 sol 1
Applying factor 0.5 to creature 0c_demon_bat. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 1 pir 1 spr 0 foc 1 ham 1 pur 0 par 1 mel 0 sol 0
Applying factor 0.5 to creature 05_master_howler. Attributes str 4 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 1 foc 0 ham 0 pur 0 par 1 mel 3 sol 4
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 00_winged_worm. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 1 ham 0 pur 2 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_ruby_demon. Attributes str 0 spd 1 def 0 bal 0 sla 1 smh 0 pir 0 spr 1 foc 1 ham 1 pur 0 par 1 mel 0 sol 0
Applying factor 0.5 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0c_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 05_doriwi
Setting spawn change to 100% , creature 05_doriwi
Setting spawn change to 100% , creature 05_doriwi
Setting spawn change to 100% , creature 05_doriwi
Setting spawn change to 100% , creature 05_doriwi
Setting spawn change to 100% , creature 04_dark_spirits
Setting spawn change to 100% , creature 04_dark_spirits
Setting spawn change to 100% , creature 04_dark_spirits
Setting spawn change to 100% , creature 04_dark_spirits
Setting spawn change to 100% , creature 01_blood_skull
Setting spawn change to 100% , creature 04_dark_spirits
Setting spawn change to 100% , creature 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Setting spawn change to 100% , creature 01_blood_skull
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Setting spawn change to 100% , creature 0c_worm_face
Applying factor 0.5 to creature 04_dark_spirits. Attributes str 0 spd 1 def 0 bal 0 sla 0 smh 0 pir 2 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 1
Applying factor 0.5 to creature 01_blood_skull. Attributes str 0 spd 1 def 0 bal 0 sla 1 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 05_doriwi. Attributes str 1 spd 0 def 1 bal 1 sla 0 smh 3 pir 0 spr 1 foc 0 ham 0 pur 2 par 0 mel 0 sol 0
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 02_tongue_imp. Attributes str 1 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 1 foc 0 ham 0 pur 0 par 0 mel 0 sol 1
Applying factor 0.5 to creature 0c_worm_face. Attributes str 2 spd 0 def 0 bal 1 sla 0 smh 0 pir 0 spr 0 foc 1 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 04_great_frog. Attributes str 3 spd 0 def 1 bal 0 sla 0 smh 0 pir 0 spr 1 foc 0 ham 0 pur 2 par 0 mel 2 sol 0
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 08_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 09_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0c_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0e_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 08_apocrypha
Setting spawn change to 100% , creature 01_doriwi
Setting spawn change to 100% , creature 01_doriwi
Setting spawn change to 100% , creature 08_apocrypha
Setting spawn change to 100% , creature 08_apocrypha
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 05_armored_warrior
Setting spawn change to 100% , creature 05_armored_warrior
Setting spawn change to 100% , creature 0e_manna_python
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 0e_rotting_face
Setting spawn change to 100% , creature 06_skeleton
Setting spawn change to 100% , creature 00_dark_spirits
Setting spawn change to 100% , creature 00_dark_spirits
Setting spawn change to 100% , creature 08_war_demon_1
Setting spawn change to 100% , creature 0a_skeleton
Setting spawn change to 100% , creature 04_night_howler
Setting spawn change to 100% , creature 04_night_howler
Setting spawn change to 100% , creature 04_night_howler
Setting spawn change to 100% , creature 00_dark_spirits
Setting spawn change to 100% , creature 08_war_demon_1
Setting spawn change to 100% , creature 06_armored_slayer
Applying factor 0.5 to creature 06_armored_slayer. Attributes str 0 spd 0 def 2 bal 0 sla 2 smh 1 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 08_apocrypha. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 2 foc 0 ham 1 pur 1 par 0 mel 0 sol 0
Applying factor 0.5 to creature 01_doriwi. Attributes str 1 spd 0 def 1 bal 1 sla 0 smh 3 pir 0 spr 1 foc 0 ham 0 pur 2 par 0 mel 0 sol 0
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0e_rotting_face. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 3 ham 1 pur 0 par 0 mel 0 sol 4
Applying factor 0.5 to creature 05_armored_warrior. Attributes str 2 spd 0 def 1 bal 0 sla 0 smh 1 pir 1 spr 0 foc 0 ham 0 pur 0 par 1 mel 0 sol 0
Applying factor 0.5 to creature 0e_manna_python. Attributes str 1 spd 0 def 0 bal 0 sla 0 smh 1 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 00_dark_spirits. Attributes str 1 spd 1 def 1 bal 1 sla 1 smh 1 pir 1 spr 1 foc 1 ham 1 pur 1 par 1 mel 1 sol 1
Applying factor 0.5 to creature 08_war_demon_1. Attributes str 2 spd 1 def 0 bal 0 sla 1 smh 0 pir 2 spr 0 foc 0 ham 0 pur 0 par 1 mel 0 sol 0
Applying factor 0.5 to creature 06_skeleton. Attributes str 0 spd 1 def 0 bal 1 sla 1 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 1
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 04_night_howler. Attributes str 1 spd 1 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 0d_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_skeleton. Attributes str 0 spd 1 def 0 bal 1 sla 1 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 1
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 0a_dark_bishop
Setting spawn change to 100% , creature 0a_dark_bishop
Setting spawn change to 100% , creature 0a_dark_bishop
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 08_oxelus
Setting spawn change to 100% , creature 0a_bone_wolf
Setting spawn change to 100% , creature 0a_bone_wolf
Setting spawn change to 100% , creature 09_shadow_spider
Setting spawn change to 100% , creature 09_shadow_spider
Setting spawn change to 100% , creature 09_shadow_spider
Setting spawn change to 100% , creature 09_shadow_spider
Setting spawn change to 100% , creature 09_shadow_spider
Setting spawn change to 100% , creature 0a_bone_wolf
Setting spawn change to 100% , creature 0a_bone_wolf
Setting spawn change to 100% , creature 02_bone_wolf
Setting spawn change to 100% , creature 05_warden
Setting spawn change to 100% , creature 01_dark_spirits
Setting spawn change to 100% , creature 02_horned_slime
Setting spawn change to 100% , creature 0d_blood_bone
Setting spawn change to 100% , creature 05_blood_slime
Setting spawn change to 100% , creature 08_ring_demon
Setting spawn change to 100% , creature 08_ring_demon
Setting spawn change to 100% , creature 09_shadow_spider
Setting spawn change to 100% , creature 0e_blank
Applying factor 0.5 to creature 05_warden. Attributes str 0 spd 0 def 3 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 2 mel 0 sol 0
Applying factor 0.5 to creature 01_dark_spirits. Attributes str 0 spd 1 def 0 bal 0 sla 0 smh 0 pir 2 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 1
Applying factor 0.5 to creature 02_bone_wolf. Attributes str 1 spd 0 def 1 bal 2 sla 0 smh 0 pir 0 spr 0 foc 0 ham 2 pur 1 par 0 mel 0 sol 1
Applying factor 0.5 to creature 03_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0d_blood_bone. Attributes str 0 spd 2 def 0 bal 0 sla 2 smh 0 pir 0 spr 1 foc 2 ham 0 pur 1 par 2 mel 0 sol 2
Applying factor 0.5 to creature 05_blood_slime. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 1 sol 0
Applying factor 0.5 to creature 02_horned_slime. Attributes str 0 spd 0 def 1 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 1 par 0 mel 1 sol 0
Applying factor 0.5 to creature 07_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 08_ring_demon. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 1 ham 1 pur 2 par 0 mel 0 sol 0
Applying factor 0.5 to creature 08_oxelus. Attributes str 0 spd 2 def 0 bal 0 sla 3 smh 0 pir 1 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_dark_bishop. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 1 foc 2 ham 0 pur 0 par 0 mel 0 sol 1
Applying factor 0.5 to creature 0b_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0a_bone_wolf. Attributes str 1 spd 0 def 1 bal 2 sla 0 smh 0 pir 0 spr 0 foc 0 ham 2 pur 1 par 0 mel 0 sol 1
Applying factor 0.5 to creature 09_shadow_spider. Attributes str 0 spd 0 def 1 bal 1 sla 0 smh 1 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Applying factor 0.5 to creature 0f_door. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0
Setting spawn change to 100% , creature 0d_saurian_warrior_b
Setting spawn change to 100% , creature 0d_saurian_warrior_b
Setting spawn change to 100% , creature 0d_saurian_warrior_b
Setting spawn change to 100% , creature 0d_saurian_warrior_b
Setting spawn change to 100% , creature 0d_saurian_warrior_b
Setting spawn change to 100% , creature 0c_ray_plant
Setting spawn change to 100% , creature 0c_ray_plant
Setting spawn change to 100% , creature 0c_ray_plant
Setting spawn change to 100% , creature 0c_ray_plant
Setting spawn change to 100% , creature 0c_ray_plant
Setting spawn change to 100% , creature 08_hermit_crab
Setting spawn change to 100% , creature 08_hermit_crab
Setting spawn change to 100% , creature 06_dweller
Setting spawn change to 100% , creature 08_hermit_crab
Setting spawn change to 100% , creature 08_hermit_crab
Setting spawn change to 100% , creature 06_dweller
Setting spawn change to 100% , creature 04_berzerker
Setting spawn change to 100% , creature 04_berzerker
Setting spawn change to 100% , creature 04_berzerker
Setting spawn change to 100% , creature 08_clay_servant
Setting spawn change to 100% , creature 08_clay_servant
Setting spawn change to 100% , creature 0d_hatchlin
